博物馆,层次,年参观人次 （万 ）,珍贵文物（套/件 ）,藏品      （套/件 ）,省份,类型
中原农耕文化博物馆,其他行业国有博物馆,1,0,3500,河南省,行业类
确山县竹沟烈士陵园,其他行业国有博物馆,5,3,32,河南省,历史类
鲁山豫西革命纪念馆,其他行业国有博物馆,6,0,7,河南省,历史类
鄂豫皖苏区首府革命博物馆,文物系统国有博物馆,22,843,3397,河南省,历史类
濮阳市仁德艺术博物馆,非国有博物馆,0,0,365,河南省,艺术类
吴其濬故居纪念馆,文物系统国有博物馆,6,0,未知,河南省,历史类
正阳县刘邓大军强渡汝河纪念馆,文物系统国有博物馆,2,0,85,河南省,历史类
青岛贝壳博物馆,非国有博物馆,2,0,3485,山东省,文化类
扶沟县吉鸿昌将军纪念馆,其他行业国有博物馆,21,12,653,河南省,历史类
五虎岔羊战斗旧址纪念馆,文物系统国有博物馆,18,0,2800,河南省,历史类
洛阳树威古瓷鉴藏博物馆,非国有博物馆,3,23,408,河南省,行业类
商丘市华夏酒文化博物馆,非国有博物馆,0,5,577,河南省,文化类
漯河中观博古史前文化博物馆,非国有博物馆,1,0,490,河南省,文化类
郑州市大河村遗址博物馆,文物系统国有博物馆,7,1007,2764,河南省,历史类
黄河博物馆,其他行业国有博物馆,4,44,12440,河南省,文化类
驻马店市防洪博物馆,其他行业国有博物馆,4,0,1894,河南省,行业类
南乐县仓颉文化博物馆,文物系统国有博物馆,50,0,16,河南省,文化类
刘邓大军千里跃进大别山纪念馆,其他行业国有博物馆,2,0,260,河南省,历史类
焦作古州民俗博物馆,非国有博物馆,1,0,493,河南省,文化类
郑州市黄淮艺术博物馆,非国有博物馆,2,0,484,河南省,艺术类
武汉道一堂中医药博物馆,非国有博物馆,1,0,301,湖北省,行业类
武汉白求恩纪念馆,其他行业国有博物馆,0,0,4,湖北省,历史类
松滋市贺炳炎同志纪念馆,文物系统国有博物馆,1,2,2,湖北省,历史类
武汉黎黄陂文化博物馆,非国有博物馆,1,0,526,湖北省,文化类
湖北明清古建筑博物馆,文物系统国有博物馆,15,1330,25463,湖北省,文化类
建筑博物馆,其他行业国有博物馆,14,0,321,湖北省,行业类
青岛大新金币博物馆,非国有博物馆,0,0,880,山东省,行业类
武汉大学万林艺术博物馆,其他行业国有博物馆,27,0,7669,湖北省,艺术类
青岛德国总督楼旧址博物馆,文物系统国有博物馆,29,23,6628,山东省,历史类
蕲春县李时珍纪念馆,文物系统国有博物馆,59,8,334,湖北省,历史类
黄梅县博物馆,文物系统国有博物馆,47,125,10224,湖北省,艺术类
来凤县民族博物馆,文物系统国有博物馆,4,158,1395,湖北省,文化类
武汉市袁家店红色文化博物馆,非国有博物馆,1,0,330,湖北省,文化类
大悟县中原突围纪念馆,文物系统国有博物馆,30,0,未知,湖北省,历史类
长江文明馆（武汉自然博物馆）,文物系统国有博物馆,60,163,13920,湖北省,科技类
黄麻起义和鄂豫皖苏区革命纪念馆,其他行业国有博物馆,170,140,3136,湖北省,历史类
黄冈市民俗博物馆,文物系统国有博物馆,2,0,1550,湖北省,文化类
青岛发饰博物馆,非国有博物馆,1,0,651,山东省,行业类
苏东坡纪念馆,其他行业国有博物馆,1,0,318,湖北省,历史类
武汉中部兰亭艺术博物馆,非国有博物馆,2,0,358,湖北省,艺术类
青岛纺织博物馆,非国有博物馆,1,0,3130,山东省,行业类
横渡长江博物馆,其他行业国有博物馆,4,0,667,湖北省,文化类
宜都市潘家湾土家族乡民俗文化博物馆,文物系统国有博物馆,2,0,354,湖北省,文化类
八七会议会址纪念馆,文物系统国有博物馆,1,7,782,湖北省,历史类
八路军武汉办事处旧址纪念馆（汉口新四军军部旧址纪念馆）,文物系统国有博物馆,14,8,4857,湖北省,历史类
青岛海玉崂山绿石博物馆,非国有博物馆,21,0,818,山东省,文化类
东湖毛泽东故居陈列馆,其他行业国有博物馆,1,0,951,湖北省,历史类
湖北省电力博物馆,其他行业国有博物馆,1,310,310,湖北省,行业类
随州市曾侯乙墓遗址博物馆,文物系统国有博物馆,0,0,54,湖北省,历史类
青岛九龙根雕博物馆,非国有博物馆,0,0,300,山东省,艺术类
中南财经政法大学货币金融历史博物馆,其他行业国有博物馆,2,31,4676,湖北省,行业类
大冶铁矿博物馆,其他行业国有博物馆,0,0,131,湖北省,行业类
武汉铁盾书画艺术博物馆,非国有博物馆,1,0,645,湖北省,艺术类
中南民族大学民族学博物馆,其他行业国有博物馆,1,0,10510,湖北省,文化类
武汉中共中央机关旧址纪念馆,文物系统国有博物馆,7,13,2384,湖北省,历史类
当阳市淯溪民俗博物馆,文物系统国有博物馆,3,0,1700,湖北省,文化类
青岛莱西市卢乡阁博物馆,非国有博物馆,2,0,2330,山东省,文化类
许明清烈士纪念馆,其他行业国有博物馆,0,0,75,湖北省,历史类
鄂菜博物馆,其他行业国有博物馆,1,0,317,湖北省,行业类
湖北省兰文化博物馆,非国有博物馆,0,0,1000,湖北省,文化类
青岛莱西市乡村记忆博物馆,非国有博物馆,2,0,395,山东省,历史类
武汉虞小风指画博物馆,非国有博物馆,0,0,3000,湖北省,艺术类
武汉市青菱文农艺术博物馆,非国有博物馆,0,0,13477,湖北省,艺术类
武汉康思农蜜蜂博物馆,非国有博物馆,0,0,1250,湖北省,行业类
青岛鲁作家俱博物馆,非国有博物馆,0,0,330,山东省,文化类
湖北邮政文史展馆,其他行业国有博物馆,0,0,584,湖北省,行业类
五峰土家族自治县民族博物馆,文物系统国有博物馆,2,0,2000,湖北省,文化类
黄州区陈潭秋故居纪念馆,文物系统国有博物馆,43,0,27,湖北省,历史类
武汉长庭陶瓷博物馆,非国有博物馆,3,0,3109,湖北省,行业类
恩施市巴蜀民族民俗文化博物馆,非国有博物馆,0,0,1905,湖北省,文化类
洪湖市博物馆（洪湖市湘鄂西革命根据地旧址纪念馆）,文物系统国有博物馆,70,548,7610,湖北省,历史类
潜江市曹禺纪念馆,文物系统国有博物馆,4,44,501,湖北省,历史类
湖北军民抗战博物馆,非国有博物馆,1,0,594,湖北省,历史类
武汉革命博物馆,文物系统国有博物馆,80,1006,27999,湖北省,历史类
湖北警察史博物馆,其他行业国有博物馆,0,3,2309,湖北省,行业类
神农架自然博物馆,文物系统国有博物馆,16,7,1850,湖北省,科技类
武汉屹苑盆景文化艺术博物馆,非国有博物馆,0,0,800,湖北省,文化类
恩施市夷水民族民俗博物馆,非国有博物馆,0,0,939,湖北省,文化类
青岛时光印记印刷博物馆,非国有博物馆,2,0,332,山东省,行业类
宜昌车溪农家博物馆,非国有博物馆,15,0,2092,湖北省,行业类
王昭君纪念馆,其他行业国有博物馆,5,0,17,湖北省,历史类
仙桃市博物馆（仙桃市陈友谅纪念馆、仙桃市沔阳名人馆）,文物系统国有博物馆,23,116,1597,湖北省,历史类
青岛市即墨区即墨花边博物馆,非国有博物馆,2,0,899,山东省,行业类
青岛市崂山区个杯堂杯子博物馆,非国有博物馆,1,0,548,山东省,行业类
武汉永庭石画博物馆,非国有博物馆,1,0,13000,湖北省,艺术类
武汉大唐陶瓷博物馆,非国有博物馆,0,0,1555,湖北省,行业类
麻城市革命博物馆,文物系统国有博物馆,60,134,12634,湖北省,历史类
宜都市杨守敬纪念馆,文物系统国有博物馆,3,0,未知,湖北省,历史类
武钢博物馆,其他行业国有博物馆,0,24,7129,湖北省,行业类
张之洞与武汉博物馆,其他行业国有博物馆,0,108,108,湖北省,历史类
监利市革命历史博物馆（周老嘴湘鄂西革命根据地纪念馆）,文物系统国有博物馆,4,346,5289,湖北省,历史类
随州市曾都区九口堰新四军第五师革命旧址纪念馆,文物系统国有博物馆,40,0,1380,湖北省,历史类
武汉钻石艺术博物馆,非国有博物馆,0,0,859,湖北省,艺术类
湖北音乐博物馆,其他行业国有博物馆,0,18,40102,湖北省,艺术类
浠水县闻一多纪念馆,文物系统国有博物馆,28,31,31,湖北省,历史类
随州市久洲艺术博物馆,非国有博物馆,1,0,4026,湖北省,艺术类
青岛市南针路航海博物馆,非国有博物馆,1,0,579,山东省,行业类
武汉三汉雕塑艺术博物馆,非国有博物馆,0,0,426,湖北省,艺术类
青岛宿流渔岛记忆博物馆,非国有博物馆,3,0,1002,山东省,历史类
武汉汉绣博物馆,非国有博物馆,4,0,300,湖北省,艺术类
青岛西海岸新区灵珠乡村记忆博物馆,非国有博物馆,0,0,318,山东省,历史类
潜江市龙湾遗址博物院,文物系统国有博物馆,6,0,367,湖北省,历史类
安陆市李白纪念馆,文物系统国有博物馆,7,0,415,湖北省,历史类
梁子湖张裕钊书法文化博物馆,非国有博物馆,5,0,389,湖北省,文化类
武汉老门茶器博物馆,非国有博物馆,2,0,405,湖北省,文化类
青岛西海岸新区是知传统技艺博物馆,非国有博物馆,2,0,326,山东省,艺术类
青岛雄崖海防博物馆,非国有博物馆,1,0,700,山东省,文化类
三峡工程博物馆,其他行业国有博物馆,1,0,2067,湖北省,行业类
青岛一九零七电影博物馆,非国有博物馆,2,0,416,山东省,行业类
咸丰县民族博物馆,文物系统国有博物馆,0,101,2050,湖北省,文化类
郧阳培长报纸博物馆,非国有博物馆,2,0,6000,湖北省,行业类
东湖荷花博物馆,其他行业国有博物馆,2,0,721,湖北省,文化类
辛亥革命博物院（辛亥革命武昌起义纪念馆）,文物系统国有博物馆,29,512,34709,湖北省,历史类
南山头革命纪念馆,文物系统国有博物馆,4,0,43,湖北省,历史类
武汉二七纪念馆,其他行业国有博物馆,6,20,5700,湖北省,历史类
武汉楚天黄民俗博物馆,非国有博物馆,0,0,660,湖北省,文化类
黄冈革命纪念馆,其他行业国有博物馆,44,0,179,湖北省,历史类
青海监狱历史博物馆,其他行业国有博物馆,0,0,3394,青海省,行业类
李先念故居纪念馆（红安长丰纪念馆）,文物系统国有博物馆,9,3,36,湖北省,历史类
宜都市正国民俗博物馆,非国有博物馆,1,0,30005,湖北省,文化类
大悟县革命博物馆,文物系统国有博物馆,6,48,1734,湖北省,历史类
桥梁博物馆,其他行业国有博物馆,6,0,1740,湖北省,行业类
荆门市屈家岭遗址博物馆,文物系统国有博物馆,1,0,1084,湖北省,历史类
钱学森与武汉生物工程学院博物馆,非国有博物馆,3,0,635,湖北省,科技类
硚口民族工业博物馆,其他行业国有博物馆,0,0,126,湖北省,行业类
潜江市餐饮历史博物馆,非国有博物馆,1,0,475,湖北省,行业类
青海省湟源县古道博物馆,非国有博物馆,10,0,720,青海省,文化类
武汉益合当代书画艺术博物馆,非国有博物馆,1,0,338,湖北省,艺术类
铜绿山古铜矿遗址博物馆,文物系统国有博物馆,7,0,330,湖北省,历史类
青神竹编博物馆,非国有博物馆,4,0,4000,四川省,文化类
首义元勋张振武纪念馆,其他行业国有博物馆,0,0,未知,湖北省,历史类
浠水县大别山民俗博物馆,非国有博物馆,0,0,20000,湖北省,文化类
武汉龙源红色报刊博物馆,非国有博物馆,1,0,380,湖北省,行业类
张居正纪念馆,文物系统国有博物馆,0,9,343,湖北省,历史类
竹山秦巴民俗博物馆,非国有博物馆,4,0,33328,湖北省,文化类
武汉大禹文化博物馆,文物系统国有博物馆,21,26,774,湖北省,文化类
青原区阳明书院陈列馆,文物系统国有博物馆,22,85,85,江西省,历史类
武汉东湖梅花博物馆,其他行业国有博物馆,15,0,335,湖北省,文化类
武汉汉正街博物馆,其他行业国有博物馆,0,0,515,湖北省,文化类
大悟县徐海东故居及亲属烈士纪念馆,文物系统国有博物馆,8,0,未知,湖北省,历史类
红三军团建军纪念馆,文物系统国有博物馆,1,16,98,湖北省,历史类
青州未央红丝砚博物馆,非国有博物馆,3,0,429,山东省,文化类
武汉警察博物馆,其他行业国有博物馆,15,0,557,湖北省,行业类
秭归县屈原纪念馆（秭归县博物馆）,文物系统国有博物馆,15,49,8077,湖北省,历史类
宋庆龄汉口旧居纪念馆,其他行业国有博物馆,1,0,188,湖北省,历史类
武汉奇石文化博物馆,其他行业国有博物馆,1,0,3553,湖北省,文化类
神农架林区林业历史馆,其他行业国有博物馆,0,0,260,湖北省,行业类
武汉市紫阳汉剧博物馆,非国有博物馆,2,0,3220,湖北省,艺术类
湖北逸龙崖柏文化博物馆,非国有博物馆,0,0,890,湖北省,文化类
空降兵军史馆,其他行业国有博物馆,30,0,12374,湖北省,行业类
湖北地质博物馆,其他行业国有博物馆,18,0,18000,湖北省,科技类
大悟县新四军第五师纪念馆,文物系统国有博物馆,21,4,4,湖北省,历史类
红安县博物馆（七里坪革命纪念馆、董必武故居纪念馆）,文物系统国有博物馆,6,118,14907,湖北省,历史类
中国地质大学逸夫博物馆,其他行业国有博物馆,36,0,43115,湖北省,科技类
荆州市荆楚非物质文化遗产博物馆,非国有博物馆,1,0,757,湖北省,文化类
兴山县民俗博物馆,文物系统国有博物馆,5,18,7728,湖北省,文化类
清代粮仓展陈馆,文物系统国有博物馆,5,0,50,新疆维吾尔自治区,行业类
宣恩县民族博物馆,文物系统国有博物馆,1,313,1244,湖北省,文化类
清丰县火车站旧址博物馆,文物系统国有博物馆,0,0,未知,河南省,历史类
施洋烈士纪念馆,其他行业国有博物馆,1,0,40,湖北省,历史类
孝感麻糖米酒博物馆,非国有博物馆,0,0,318,湖北省,行业类
武汉殡仪民俗文化博物馆,其他行业国有博物馆,0,0,1335,湖北省,文化类
盘龙城遗址博物院,文物系统国有博物馆,32,200,1879,湖北省,历史类
庆安县朝鲜族博物馆,文物系统国有博物馆,1,0,80,黑龙江省,文化类
宜城市张自忠将军纪念馆,其他行业国有博物馆,25,0,19,湖北省,历史类
武汉李庄古建筑博物馆,非国有博物馆,18,0,1282,湖北省,文化类
江汉关博物馆（武汉国民政府旧址纪念馆、詹天佑故居博物馆）,文物系统国有博物馆,11,390,3977,湖北省,历史类
米芾纪念馆,文物系统国有博物馆,4,0,203,湖北省,历史类
阳新县彭德怀纪念馆,文物系统国有博物馆,7,0,195,湖北省,历史类
武汉市新洲区凤凰民俗博物馆,非国有博物馆,1,0,500,湖北省,文化类
阳新县龙港革命历史纪念馆,文物系统国有博物馆,7,7,216,湖北省,历史类
邛崃市古韵博物馆,非国有博物馆,1,0,300,四川省,文化类
湖北佳和当代艺术博物馆,非国有博物馆,1,0,390,湖北省,艺术类
琼海市更路簿博物馆,非国有博物馆,3,0,376,海南省,行业类
鄂州市临空经济区民俗文化博物馆,非国有博物馆,1,0,390,湖北省,文化类
衡山县农民运动纪念馆,文物系统国有博物馆,15,2,39,湖南省,历史类
岳阳县张谷英村民俗博物馆,文物系统国有博物馆,26,0,426,湖南省,文化类
临澧县林伯渠故居纪念馆,文物系统国有博物馆,41,93,1221,湖南省,历史类
丘逢甲陈列馆,文物系统国有博物馆,3,0,60,广东省,历史类
