月份,项目店,区域,经营模式,有无预算,科目,本月计划,本月完成,备注
3月,肃宁朔黄物业,河北子公司,托管,有预算,其他,1000,1182,分成款开票税点1182元
3月,肃宁朔黄物业,河北子公司,托管,有预算,固定费用,4401,2375,
3月,肃宁朔黄物业,河北子公司,托管,有预算,租金,0,0,
3月,肃宁朔黄物业,河北子公司,托管,有预算,管理费,0,0,
3月,肃宁朔黄物业,河北子公司,托管,有预算,市场开发费,0,0,
3月,肃宁朔黄物业,河北子公司,托管,有预算,折旧,0,0,
3月,肃宁朔黄物业,河北子公司,托管,有预算,各项摊提,0,0,
3月,肃宁朔黄物业,河北子公司,托管,有预算,上交总部管理费,1245,672,根据比例计提总部管理费
3月,肃宁朔黄物业,河北子公司,托管,有预算,计提税金及附加,3157,1703,根据比例计提总部税金
3月,肃宁朔黄物业,河北子公司,托管,有预算,营业外收支,0,0,
3月,肃宁朔黄物业,河北子公司,托管,有预算,自营业务利润,43887,23307,
3月,肃宁朔黄物业,河北子公司,托管,有预算,外包业务利润,0,0,
3月,肃宁朔黄物业,河北子公司,托管,有预算,项目部经营利润,43887,23307,
3月,肃宁朔黄物业,河北子公司,托管,有预算,区域管理费用,0,0,
3月,肃宁朔黄物业,河北子公司,托管,有预算,运行费用,0,0,
3月,肃宁朔黄物业,河北子公司,托管,有预算,两节费用,0,0,
3月,肃宁朔黄物业,河北子公司,托管,有预算,公关费,0,0,
3月,肃宁朔黄物业,河北子公司,托管,有预算,项目店净利润,43887,23307,
3月,肃宁朔黄物业,河北子公司,托管,有预算,项目合作分红,0,0,
3月,肃宁朔黄物业,河北子公司,托管,有预算,项目店可分配利润,43887,23307,
3月,神榆项目神木北站,河北子公司,托管,有预算,综合收入,1180833,1164021,
3月,神榆项目神木北站,河北子公司,托管,有预算,综合成本,760780,733408,
3月,神榆项目神木北站,河北子公司,托管,有预算,综合毛利,420053,430613,
3月,神榆项目神木北站,河北子公司,托管,有预算,劳务收入,1180833,1164021,物业管理服务，人数195人，本月按扣减管理费后净额入收入
3月,神榆项目神木北站,河北子公司,托管,有预算,劳务成本,760780,733408,188人工资
3月,神榆项目神木北站,河北子公司,托管,有预算,劳务毛利,420053,430613,
3月,神榆项目神木北站,河北子公司,托管,有预算,餐饮收入,0,0,
3月,神榆项目神木北站,河北子公司,托管,有预算,餐饮成本,0,0,
3月,神榆项目神木北站,河北子公司,托管,有预算,餐饮毛利,0,0,
3月,神榆项目神木北站,河北子公司,托管,有预算,销售收入,0,0,
3月,神榆项目神木北站,河北子公司,托管,有预算,销售成本,0,0,
3月,神榆项目神木北站,河北子公司,托管,有预算,销售毛利,0,0,
3月,神榆项目神木北站,河北子公司,托管,有预算,外包档口收入,0,0,
3月,神榆项目神木北站,河北子公司,托管,有预算,外包档口成本,0,0,
3月,神榆项目神木北站,河北子公司,托管,有预算,外包档口毛利,0,0,
3月,神榆项目神木北站,河北子公司,托管,有预算,其他收入,0,0,
3月,神榆项目神木北站,河北子公司,托管,有预算,其他成本,0,0,
3月,神榆项目神木北站,河北子公司,托管,有预算,其他毛利,0,0,
3月,神榆项目神木北站,河北子公司,托管,有预算,人事费用,73090,98813,
3月,神榆项目神木北站,河北子公司,托管,有预算,工资,0,0,
3月,神榆项目神木北站,河北子公司,托管,有预算,监管工资,3750,3750,郝梁1875元；朱红章1875元；
3月,神榆项目神木北站,河北子公司,托管,有预算,绩效考核奖,1700,1302,郝梁绩效1302元
3月,神榆项目神木北站,河北子公司,托管,有预算,公司承担外包费,0,0,
3月,神榆项目神木北站,河北子公司,托管,有预算,公司缴纳五险,63830,73070,154人公司承担社保部分65726.09元，68人公积金7344元
3月,神榆项目神木北站,河北子公司,托管,有预算,外包五险,0,0,
3月,神榆项目神木北站,河北子公司,托管,有预算,商业保险费,0,0,
3月,神榆项目神木北站,河北子公司,托管,有预算,外包管理费,0,0,
3月,神榆项目神木北站,河北子公司,托管,有预算,福利费,3810,20691,"洗手液、毛巾、牙膏、牙刷等17100元
线手套、防尘口罩等3,590.60元"
3月,神榆项目神木北站,河北子公司,托管,有预算,员工宿舍费,0,0,
3月,神榆项目神木北站,河北子公司,托管,有预算,能源费用,0,0,
3月,神榆项目神木北站,河北子公司,托管,有预算,水费,0,0,
3月,神榆项目神木北站,河北子公司,托管,有预算,电费,0,0,
3月,神榆项目神木北站,河北子公司,托管,有预算,燃气费,0,0,
3月,神榆项目神木北站,河北子公司,托管,有预算,暖气费,0,0,
3月,神榆项目神木北站,河北子公司,托管,有预算,运营费用,1450,3968,
3月,神榆项目神木北站,河北子公司,托管,有预算,办公费,450,0,
3月,神榆项目神木北站,河北子公司,托管,有预算,差旅费,0,0,
3月,神榆项目神木北站,河北子公司,托管,有预算,汽车费用,1000,1000,油卡分摊-郝梁车1000元
3月,神榆项目神木北站,河北子公司,托管,有预算,营销费用,0,1025,三八妇女节日购买水果及鲜花费用1025.19元
3月,神榆项目神木北站,河北子公司,托管,有预算,低值物料,0,0,
3月,神榆项目神木北站,河北子公司,托管,有预算,目视化费用,0,0,
3月,神榆项目神木北站,河北子公司,托管,有预算,修理费,0,0,
3月,神榆项目神木北站,河北子公司,托管,有预算,招待费,0,1543,郭东胜餐费招待1543元
3月,神榆项目神木北站,河北子公司,托管,有预算,运输费用,0,0,
3月,神榆项目神木北站,河北子公司,托管,有预算,其他,0,400,2月伯乐奖400元
3月,神榆项目神木北站,河北子公司,托管,有预算,固定费用,129547,110349,
3月,神榆项目神木北站,河北子公司,托管,有预算,租金,0,0,
3月,神榆项目神木北站,河北子公司,托管,有预算,管理费,17712,0,
3月,神榆项目神木北站,河北子公司,托管,有预算,市场开发费,7166,7166,"履约保证金担保费摊销（2023.05-2026.3），每月分摊1084.67元
神榆项目神木北站中标服务费摊销（2023.10-2026.3）6,081.81元"
3月,神榆项目神木北站,河北子公司,托管,有预算,折旧,283,283,2024年3月固定资产折旧282.77元
3月,神榆项目神木北站,河北子公司,托管,有预算,各项摊提,0,0,
3月,神榆项目神木北站,河北子公司,托管,有预算,上交总部管理费,29521,29101,根据比例计提总部管理费
3月,神榆项目神木北站,河北子公司,托管,有预算,计提税金及附加,74865,73799,根据比例计提总部税金
3月,神榆项目神木北站,河北子公司,托管,有预算,营业外收支,0,(60000),"调整其他扣0.01元
甲方罚款60000元"
3月,神榆项目神木北站,河北子公司,托管,有预算,自营业务利润,215966,157483,
3月,神榆项目神木北站,河北子公司,托管,有预算,外包业务利润,0,0,
3月,神榆项目神木北站,河北子公司,托管,有预算,项目部经营利润,215966,157483,
3月,神榆项目神木北站,河北子公司,托管,有预算,区域管理费用,0,0,
3月,神榆项目神木北站,河北子公司,托管,有预算,运行费用,0,0,
3月,神榆项目神木北站,河北子公司,托管,有预算,两节费用,0,0,
3月,神榆项目神木北站,河北子公司,托管,有预算,公关费,0,0,
3月,神榆项目神木北站,河北子公司,托管,有预算,项目店净利润,215966,157483,
3月,神榆项目神木北站,河北子公司,托管,有预算,项目合作分红,0,0,
3月,神榆项目神木北站,河北子公司,托管,有预算,项目店可分配利润,215966,157483,
3月,神榆项目黄羊城站,河北子公司,托管,有预算,综合收入,874486,862418,
3月,神榆项目黄羊城站,河北子公司,托管,有预算,综合成本,588380,528546,
3月,神榆项目黄羊城站,河北子公司,托管,有预算,综合毛利,286106,333871,
3月,神榆项目黄羊城站,河北子公司,托管,有预算,劳务收入,874486,862418,物业管理服务，人数123人（含26名司炉工），本月按扣减管理费后净额入收入
3月,神榆项目黄羊城站,河北子公司,托管,有预算,劳务成本,588380,528546,114人工资
3月,神榆项目黄羊城站,河北子公司,托管,有预算,劳务毛利,286106,333871,
3月,神榆项目黄羊城站,河北子公司,托管,有预算,餐饮收入,0,0,
3月,神榆项目黄羊城站,河北子公司,托管,有预算,餐饮成本,0,0,
3月,神榆项目黄羊城站,河北子公司,托管,有预算,餐饮毛利,0,0,
3月,神榆项目黄羊城站,河北子公司,托管,有预算,销售收入,0,0,
3月,神榆项目黄羊城站,河北子公司,托管,有预算,销售成本,0,0,
3月,神榆项目黄羊城站,河北子公司,托管,有预算,销售毛利,0,0,
3月,神榆项目黄羊城站,河北子公司,托管,有预算,外包档口收入,0,0,
3月,神榆项目黄羊城站,河北子公司,托管,有预算,外包档口成本,0,0,
3月,神榆项目黄羊城站,河北子公司,托管,有预算,外包档口毛利,0,0,
3月,神榆项目黄羊城站,河北子公司,托管,有预算,其他收入,0,0,
3月,神榆项目黄羊城站,河北子公司,托管,有预算,其他成本,0,0,
3月,神榆项目黄羊城站,河北子公司,托管,有预算,其他毛利,0,0,
3月,神榆项目黄羊城站,河北子公司,托管,有预算,人事费用,28359,37256,
3月,神榆项目黄羊城站,河北子公司,托管,有预算,工资,0,0,
3月,神榆项目黄羊城站,河北子公司,托管,有预算,监管工资,3750,3750,朱红章1875元，郝梁1875元
3月,神榆项目黄羊城站,河北子公司,托管,有预算,绩效考核奖,0,0,
3月,神榆项目黄羊城站,河北子公司,托管,有预算,公司承担外包费,0,0,
3月,神榆项目黄羊城站,河北子公司,托管,有预算,公司缴纳五险,22869,20641,89人公司承担社保部分19345.09元，12人公积金1296元
3月,神榆项目黄羊城站,河北子公司,托管,有预算,外包五险,0,0,
3月,神榆项目黄羊城站,河北子公司,托管,有预算,商业保险费,0,7,
3月,神榆项目黄羊城站,河北子公司,托管,有预算,外包管理费,0,0,
3月,神榆项目黄羊城站,河北子公司,托管,有预算,福利费,1740,12859,"洗手液、毛巾、牙膏、牙刷等9900元
线手套、防尘口罩等2958.6元"
3月,神榆项目黄羊城站,河北子公司,托管,有预算,员工宿舍费,0,0,
3月,神榆项目黄羊城站,河北子公司,托管,有预算,能源费用,0,0,
3月,神榆项目黄羊城站,河北子公司,托管,有预算,水费,0,0,
3月,神榆项目黄羊城站,河北子公司,托管,有预算,电费,0,0,
3月,神榆项目黄羊城站,河北子公司,托管,有预算,燃气费,0,0,
3月,神榆项目黄羊城站,河北子公司,托管,有预算,暖气费,0,0,
3月,神榆项目黄羊城站,河北子公司,托管,有预算,运营费用,100,5333,
3月,神榆项目黄羊城站,河北子公司,托管,有预算,办公费,100,685,"购买打印纸149元
购买碳粉和硒鼓共计114元
办理承包商入厂证费用400元
寄资料的快递费22元"
3月,神榆项目黄羊城站,河北子公司,托管,有预算,差旅费,0,215,郝梁差旅费215元
3月,神榆项目黄羊城站,河北子公司,托管,有预算,汽车费用,0,0,
3月,神榆项目黄羊城站,河北子公司,托管,有预算,营销费用,0,0,
3月,神榆项目黄羊城站,河北子公司,托管,有预算,低值物料,0,0,
3月,神榆项目黄羊城站,河北子公司,托管,有预算,目视化费用,0,0,
3月,神榆项目黄羊城站,河北子公司,托管,有预算,修理费,0,90,购买电脑散热器90元。
3月,神榆项目黄羊城站,河北子公司,托管,有预算,招待费,0,2043,郭东胜餐费招待2043元
3月,神榆项目黄羊城站,河北子公司,托管,有预算,运输费用,0,0,
3月,神榆项目黄羊城站,河北子公司,托管,有预算,其他,0,2300,"2月伯乐奖2000元
人员招聘月度费用300元"
3月,神榆项目黄羊城站,河北子公司,托管,有预算,固定费用,94034,79850,
3月,神榆项目黄羊城站,河北子公司,托管,有预算,租金,0,0,
3月,神榆项目黄羊城站,河北子公司,托管,有预算,管理费,13117,0,
3月,神榆项目黄羊城站,河北子公司,托管,有预算,市场开发费,3612,3612,"神榆项目黄羊城站中标服务费摊销（2023.10-2026.3）3,040.91元
神榆项目黄羊城站履约保证金担保费摊销（2023.05-2026.3），每月分摊571.43元"
3月,神榆项目黄羊城站,河北子公司,托管,有预算,折旧,0,0,
3月,神榆项目黄羊城站,河北子公司,托管,有预算,各项摊提,0,0,
3月,神榆项目黄羊城站,河北子公司,托管,有预算,上交总部管理费,21862,21560,根据比例计提总部管理费
3月,神榆项目黄羊城站,河北子公司,托管,有预算,计提税金及附加,55442,54677,根据比例计提总部税金
3月,神榆项目黄羊城站,河北子公司,托管,有预算,营业外收支,0,(69897),甲方罚款69897.04元
3月,神榆项目黄羊城站,河北子公司,托管,有预算,自营业务利润,163613,141535,
3月,神榆项目黄羊城站,河北子公司,托管,有预算,外包业务利润,0,0,
3月,神榆项目黄羊城站,河北子公司,托管,有预算,项目部经营利润,163613,141535,
3月,神榆项目黄羊城站,河北子公司,托管,有预算,区域管理费用,0,0,
3月,神榆项目黄羊城站,河北子公司,托管,有预算,运行费用,0,0,
3月,神榆项目黄羊城站,河北子公司,托管,有预算,两节费用,0,0,
3月,神榆项目黄羊城站,河北子公司,托管,有预算,公关费,0,0,
3月,神榆项目黄羊城站,河北子公司,托管,有预算,项目店净利润,163613,141535,
3月,神榆项目黄羊城站,河北子公司,托管,有预算,项目合作分红,0,0,
3月,神榆项目黄羊城站,河北子公司,托管,有预算,项目店可分配利润,163613,141535,
3月,邯郸实验中学,邯郸子公司,学校,有预算,综合收入,518750,514560,
