学校,学校排名,专业,最低分,最低分位次,录取人数,选科要求
河北环境工程学院,,新闻学,557分,98824名,3人,政
河北环境工程学院,,会展经济与管理,549分,107856名,3人,史/生/地
河北环境工程学院,,环境科学,547分,110173名,3人,物/化/生
河北环境工程学院,,环境生态工程,545分,111915名,3人,物/化/生
河北环境工程学院,,海洋资源与环境,540分,118152名,2人,物/化
河北环境工程学院,,数据科学与大数据技术,538分,119591名,3人,物
河北环境工程学院,,物联网工程,537分,120665名,3人,物
河北环境工程学院,,工程管理,533分,125490名,2人,物
湖南文理学院,,英语(师范)(要求高考英语成绩不低于110分),573分,81075名,2人,不限
长春师范大学,,地理信息科学(乐群校区),573分,81238名,2人,物/化/地
宜宾学院,,知识产权(江北校区A区),563分,92465名,3人,史/政
宜宾学院,,财务管理(临港校区),560分,95881名,3人,不限
宜宾学院,,工商管理(临港校区),554分,102190名,3人,不限
宜宾学院,,软件工程(临港校区),550分,106814名,3人,物
宜宾学院,,电子信息工程(临港校区),548分,109041名,3人,物
赣南医学院,,法医学,573分,80975名,2人,化+生
吕梁学院,,数据科学与大数据技术,536分,122000名,3人,物
潍坊学院,,汉语言文学(师范),573分,80859名,10人,不限
淮阴师范学院,,知识产权(交通路校区),567分,88166名,6人,不限
淮阴师范学院,,汉语国际教育(长江路校区),558分,98049名,5人,不限
淮阴师范学院,,广告学(长江路校区),557分,99049名,6人,不限
淮阴师范学院,,经济与金融(交通路校区),554分,102420名,5人,不限
贵州师范大学,,计算机科学与技术(花溪校区要求高考外语成绩不低于75分.3+1培养模式，出国续读本科学费按国外大学标准缴纳),538分,120259名,10人,物
贵州师范大学,,旅游管理(花溪校区.要求高考外语成绩不低于75分.3+1培养模式，出国续读本科学费按国外大学标准缴纳),527分,132861名,10人,不限
桂林医学院,,医学检验技术(临桂校区),573分,80530名,1人,物/化/生
湖北民族大学,,思想政治教育,573分,81436名,4人,政
西北民族大学,,汉语言文学(榆中校区),568分,86532名,2人,史
西北民族大学,,教育技术学(榆中校区),557分,98711名,2人,不限
西北民族大学,,工商管理(榆中校区),556分,100207名,4人,不限
西北民族大学,,民族学(榆中校区),556分,99914名,2人,史
西北民族大学,,新闻传播学类(榆中校区.含新闻学，广播电视学，广告学专业),554分,101827名,5人,不限
西北民族大学,,英语(榆中校区.要求高考英语成绩不低于90分),553分,103676名,2人,不限
西北民族大学,,社会学(榆中校区),552分,104081名,5人,史/政
西北民族大学,,动物医学(榆中校区),552分,104649名,5人,化
西北民族大学,,数字媒体技术(榆中校区),550分,106691名,2人,物
西北民族大学,,动物科学(榆中校区),550分,107092名,3人,化
西北民族大学,,无机非金属材料工程(榆中校区),548分,108667名,3人,化
西北民族大学,,食品科学与工程(榆中校区),548分,109158名,3人,化
西北民族大学,,计算机类(榆中校区.含计算机科学与技术，软件工程，物联网工程，数据科学与大数据技术专业),543分,113947名,8人,物
西北民族大学,,电子信息类(榆中校区.含电子信息工程，通信工程专业),539分,118385名,6人,物
西北民族大学,,数学与应用数学(榆中校区.要求高考数学成绩不低于90分),538分,120138名,5人,物
西北民族大学,,土木工程(榆中校区),535分,123131名,3人,物
西北民族大学,,道路桥梁与渡河工程(榆中校区),534分,124487名,3人,物
安徽理工大学,,护理学,573分,80786名,4人,不限
齐齐哈尔大学,,思想政治教育(师范),573分,81263名,2人,政
湖南工学院,,会计学,573分,80767名,2人,不限
肇庆学院,,汉语言文学(师范)(第一学年在星湖校区，第二至四学年回校本部),573分,81347名,3人,不限
上海健康医学院,,护理学,569分,85678名,30人,不限
上海健康医学院,,康复物理治疗,567分,87752名,12人,物/化/生
上海健康医学院,,临床工程技术,567分,87766名,5人,物/化/生
上海健康医学院,,生物医学工程,566分,88419名,7人,物/化/生
上海健康医学院,,药物分析,565分,90047名,5人,化/生
上海健康医学院,,助产学(学校提醒:男生慎报),564分,91213名,15人,不限
上海健康医学院,,护理,529分,129917名,12人,不限
上海健康医学院,,眼视光技术,520分,140079名,12人,不限
上海健康医学院,,药学,515分,146023名,12人,不限
上海健康医学院,,康复工程技术,511分,150151名,11人,不限
上海健康医学院,,医疗器械维护与管理(中外合作办学)(临床工程技术方向),503分,159635名,13人,不限
滁州学院,,英语(要求高考英语成绩不低于110分),573分,80492名,1人,不限
武汉体育学院,,新闻学,568分,87038名,3人,不限
武汉体育学院,,英语(要求高考英语成绩不低于90分),560分,95258名,2人,不限
武汉体育学院,,应用心理学,560分,95167名,2人,物
武汉体育学院,,教育技术学,545分,112593名,2人,物
洛阳理工学院,,汉语言文学(王城校区),569分,85794名,4人,不限
洛阳理工学院,,会计学(开元校区),561分,94644名,6人,不限
洛阳理工学院,,财务管理(开元校区),558分,97497名,4人,不限
洛阳理工学院,,新闻学(王城校区),555分,100795名,4人,不限
洛阳理工学院,,学前教育(师范)(开元校区),554分,102074名,6人,不限
洛阳理工学院,,英语(开元校区),553分,103341名,4人,不限
洛阳理工学院,,工商管理(开元校区),551分,105676名,6人,不限
洛阳理工学院,,国际经济与贸易(开元校区),549分,108019名,4人,不限
洛阳理工学院,,数字经济(开元校区),549分,107569名,4人,不限
洛阳理工学院,,计算机科学与技术(开元校区),549分,107185名,4人,物
洛阳理工学院,,电气工程及其自动化(开元校区),549分,107554名,4人,物
洛阳理工学院,,通信工程(开元校区),543分,114727名,4人,物
洛阳理工学院,,物联网工程(开元校区),541分,116587名,6人,物
洛阳理工学院,,机械设计制造及其自动化(王城校区),540分,117222名,8人,物
洛阳理工学院,,机械类(王城校区.含机械电子工程，车辆工程，汽车服务工程，材料成型及控制工程专业),540分,117497名,4人,物
洛阳理工学院,,土木工程(王城校区),536分,121775名,4人,物
洛阳理工学院,,机械设计制造及其自动化(中外合作办学)(王城校区),534分,124521名,4人,物
滁州学院,,网络与新媒体,573分,80562名,2人,不限
南阳师范学院,,地理科学类(含地理科学(师范)，地理信息科学专业),566分,89322名,8人,物/化/地
南阳师范学院,,应用心理学(师范),564分,90750名,3人,不限
南阳师范学院,,建筑学,557分,99170名,4人,物/史/地
南阳师范学院,,制药工程,552分,104057名,3人,物/化/生
南阳师范学院,,国际经济与贸易,549分,107797名,3人,不限
南阳师范学院,,计算机类(含网络工程，物联网工程，智能科学与技术，数据科学与大数据技术专业),541分,116111名,6人,物
南阳师范学院,,软件工程(软件开发方向),540分,118290名,7人,物
南阳师范学院,,自动化,539分,118863名,2人,物
南阳师范学院,,电子信息类(含电子信息工程通信工程专业),539分,118521名,3人,物
南阳师范学院,,机械类(含机械电子工程，汽车服务工程专业),538分,119758名,4人,物
南阳师范学院,,土木工程,535分,123435名,6人,物
南阳师范学院,,工程管理,534分,123978名,2人,物
湖南文理学院芙蓉学院,,财务管理,537分,121563名,2人,不限
湖南文理学院芙蓉学院,,国际经济与贸易,535分,123709名,2人,不限
湖南文理学院芙蓉学院,,旅游管理,534分,125066名,1人,不限
天津农学院,,会计学(东校区),573分,81322名,1人,不限
杭州医学院,,护理学(临安校区),573分,81243名,127人,不限
南京审计大学金审学院,,审计学,573分,81494名,3人,不限
河南科技学院,,法学,573分,81359名,3人,史/政
吉首大学,,经济学(吉首校区),568分,87194名,3人,不限
吉首大学,,电气工程及其自动化(吉首校区),567分,87545名,2人,物
吉首大学,,工商管理(吉首校区),566分,89069名,2人,不限
吉首大学,,商务英语(吉首校区),565分,89836名,2人,不限
吉首大学,,国际经济与贸易(吉首校区),564分,91573名,2人,不限
吉首大学,,金融工程(吉首校区),562分,93365名,3人,不限
吉首大学,,电子商务(张家界校区),561分,94690名,3人,不限
吉首大学,,翻译(张家界校区),561分,94837名,2人,不限
吉首大学,,日语(张家界校区),560分,95752名,2人,不限
吉首大学,,物理学(师范)(吉首校区),560分,95395名,2人,物
吉首大学,,食品科学与工程(吉首校区),560分,95012名,2人,物/化/生
吉首大学,,软件工程(张家界校区),559分,96608名,4人,物
吉首大学,,旅游管理(张家界校区),558分,97754名,2人,不限
吉首大学,,通信工程(吉首校区),558分,97311名,2人,物
吉首大学,,机械设计制造及其自动化(吉首校区),557分,98462名,2人,物
吉首大学,,材料科学与工程(吉首校区),547分,109906名,3人,物
蚌埠学院,,汉语言文学,573分,81180名,1人,不限
辽宁中医药大学,,医学检验技术(第一学年在本溪校区就读，第二学年起在沈阳校区就读),573分,80570名,3人,物/化/生
中国地质大学(武汉),,地下水科学与工程(中外合作办学),572分,81629名,6人,物+化
杭州师范大学,,应用化学(中外合作办学)(大一在下沙校区，大二起在仓前校区.与乌克兰哈尔科夫国立大学合作办学，部分课程英语授课),572分,81821名,20人,物/化
天津科技大学,,海洋技术(实行学分制收费滨海校区),572分,81732名,3人,物/化/生
重庆工商大学,,商务英语(江北校区.要求高考外语成绩不低于110分),572分,82585名,2人,不限
中国劳动关系学院,,工商管理(低年级在涿州校区),572分,81780名,2人,不限
南京工程学院,,软件工程(中外合作办学)(与芬兰奥卢大学'4+0'双学位培),572分,82187名,6人,物
青岛理工大学,,安全工程(嘉陵江路校区),572分,81852名,2人,物
山东工商学院,,应用统计学,568分,86747名,1人,物/化/生
山东工商学院,,资产评估,564分,90890名,1人,不限
山东工商学院,,经济学类(含经济学，能源经济专业),562分,93105名,2人,不限
山东工商学院,,工商管理,562分,93675名,2人,不限
山东工商学院,,网络工程,560分,94981名,1人,物
山东工商学院,,国际经济与贸易,558分,98099名,2人,不限
山东工商学院,,公共管理类(含劳动与社会保障，行政管理，城市管理，慈善管理专业),558分,97733名,2人,不限
山东工商学院,,人力资源管理,557分,99164名,3人,不限
山东工商学院,,电子商务,555分,101279名,1人,不限
山东工商学院,,电气工程及其自动化,555分,100397名,1人,物
山东工商学院,,电子信息工程,552分,104338名,1人,物
山东工商学院,,通信工程,552分,104352名,1人,物
山东工商学院,,市场营销,550分,107080名,2人,不限
山东工商学院,,外国语言文学类(含日语，朝鲜语，商务英语，翻译专业),550分,106853名,3人,不限
山东工商学院,,会计学(中外合作办学),546分,110750名,5人,不限
山东工商学院,,安全工程,544分,113074名,1人,物
山东工商学院,,工程管理,542分,115249名,2人,物
山东工商学院,,金融学(中外合作办学),541分,116079名,5人,不限
山东工商学院,,应急技术与管理,540分,117714名,1人,物
山东工商学院,,财务管理(中外合作办学),539分,118561名,5人,不限
山东工商学院,,国际经济与贸易(中外合作办学),538分,119655名,5人,不限
温州肯恩大学,,会计学(中外合作办学)(国际会计方向)(全英文教学.要求高考外语成绩不低于110分),572分,82561名,52人,不限
河北科技大学,,化学工程与工艺,561分,94589名,4人,物/化
河北科技大学,,药学,561分,93841名,4人,化/生
河北科技大学,,土木工程,559分,97052名,2人,物
河北科技大学,,纺织工程,554分,102045名,3人,化
河北科技大学,,工程管理,550分,106565名,2人,物
河北科技大学,,信息管理与信息系统(中外合作办学)(人学后外语教学为英语.要求高考外语成绩不低于90分),540分,117857名,4人,物
河北科技大学,,金属材料工程(中外合作办学)(人学后外语教学为英语.要求高考外语成绩不低于90分),527分,131973名,8人,物
